my_util	opp_util1	opp_util2	social	nash	agreement	step	last_neg	value
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
0	0	0	0	0		80	RLAgent
